Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_zaton.ltx...
importing alife objects from file alife_jupiter.ltx...
importing alife objects from file alife_puzir.ltx...
team 0, squad 1, group 3, puzir_sniper1
team 0, squad 0, group 0, warlab_u_bochek_walk_freedom7
team 0, squad 0, group 0, warlab_verx_camp_freedom8
team 0, squad 0, group 0, warlab_verx_camp_freedom9
team 0, squad 0, group 0, warlab_verx_walk_freedom10
team 0, squad 0, group 0, warlab_u_lestniz_camp_freedom11
team 0, squad 0, group 0, warlab_u_lestniz_camp_freedom12
team 0, squad 0, group 0, warlab_u_lestniz_walk_freedom13
team 0, squad 0, group 0, warlab_podval_freedom14
team 0, squad 0, group 0, warlab_podval_freedom15
team 0, squad 0, group 0, warlab_zenter_freedom16
team 0, squad 0, group 0, warlab_krusha_taynik_freedom17
team 11, squad 7, group 0, warlab_vitamin
team 11, squad 7, group 0, warlab_vitamin_body1
team 11, squad 7, group 0, warlab_vitamin_body2
team 0, squad 5, group 7, pantera
team 0, squad 5, group 7, bodi_pantera1
team 0, squad 5, group 7, bodi_pantera2
team 0, squad 0, group 0, warlab_ystreb_naemnik1
team 0, squad 0, group 0, warlab_ystreb_naemnik2
team 0, squad 5, group 7, warlab_okno_naemnik3
team 0, squad 5, group 7, warlab_sekret_naemnik4
team 0, squad 5, group 7, warlab_u_bochek_camp_naemnik5
team 0, squad 5, group 7, warlab_u_bochek_camp_naemnik6
team 0, squad 5, group 7, warlab_u_bochek_walk_naemnik7
team 0, squad 5, group 7, warlab_verx_camp_naemnik8
team 0, squad 5, group 7, warlab_verx_camp_naemnik9
team 0, squad 5, group 7, warlab_verx_walk_naemnik10
team 0, squad 5, group 7, warlab_u_lestniz_camp_naemnik11
team 0, squad 5, group 7, warlab_u_lestniz_camp_naemnik12
team 0, squad 5, group 7, warlab_u_lestniz_walk_naemnik13
team 0, squad 5, group 7, warlab_podval_naemnik14
team 0, squad 5, group 7, warlab_podval_naemnik15
team 0, squad 5, group 7, warlab_zenter_naemnik16
team 0, squad 5, group 7, warlab_krusha_taynik_naemnik17
team 0, squad 0, group 0, warlab_kostolom_dead
importing alife objects from file alife_hospital.ltx...
team 0, squad 0, group 17, black_doctor
team 0, squad 5, group 4, kot_hos
team 0, squad 5, group 4, stalk_hos1
team 0, squad 5, group 4, stalk_hos2
team 0, squad 5, group 4, stalk_hos3
team 0, squad 5, group 0, black_hos1
team 0, squad 5, group 0, black_hos2
team 0, squad 5, group 0, black_hos3
team 0, squad 0, group 0, bloodsucker_hospital1
team 0, squad 0, group 0, bloodsucker_hospital2
team 0, squad 5, group 0, pred_mono1
team 0, squad 5, group 0, pred_mono2
team 0, squad 5, group 0, pred_mono3
team 0, squad 5, group 0, pred_mono4
team 0, squad 5, group 0, pred_mono5
team 0, squad 5, group 0, pred_mono6
team 0, squad 5, group 0, pred_mono7
team 0, squad 5, group 0, pred_mono8
team 0, squad 5, group 0, pred_mono9
team 0, squad 5, group 0, pred_mono10
team 0, squad 0, group 7, hospital_bl_dok
team 0, squad 0, group 0, hosp_real_bl_dok
team 0, squad 0, group 0, hosp_father
team 0, squad 0, group 0, hos_no_gulag_vhod_black1
team 0, squad 0, group 0, hos_no_gulag_verh_black2
team 0, squad 0, group 0, hos_no_gulag_verh_black3
team 0, squad 0, group 0, hos_no_gulag_nad_black4
team 0, squad 0, group 0, hospital_black_stalk1
team 0, squad 0, group 0, hospital_black_stalk2
team 0, squad 0, group 0, hospital_black_stalk3
team 0, squad 0, group 0, hospital_sapsan
team 0, squad 0, group 0, hos_black_niz_rayt
team 0, squad 0, group 0, hos_black_niz_left
team 0, squad 0, group 0, hospital_pantera_girl
team 0, squad 5, group 7, hospital_muha_trup
team 0, squad 0, group 0, muha_hosp_live
team 0, squad 0, group 0, hos_father_new
team 0, squad 5, group 7, hos_new_panterka
importing alife objects from file alife_red_forest.ltx...
team 0, squad 5, group 0, forest_lesnik
team 0, squad 1, group 3, forest_lastday_snip1
team 0, squad 0, group 0, forest_chimera_x_ray1
team 0, squad 0, group 0, forest_chimera_x_ray2
team 0, squad 0, group 0, forest_chimera_strong3
team 0, squad 0, group 0, forest_lastday_dead
team 0, squad 0, group 0, contr_forest2
team 0, squad 0, group 0, contr_forest1
team 0, squad 5, group 0, forest_wound
team 0, squad 5, group 0, forest_ohotnik1
team 0, squad 5, group 0, forest_ohotnik2
team 0, squad 5, group 0, forest_ohotnik3
team 0, squad 5, group 0, forest_ohotnik4
team 0, squad 5, group 0, forest_ohotnik5
team 0, squad 5, group 0, forest_ohotnik6
team 0, squad 5, group 0, for_killer9
team 0, squad 5, group 0, for_killer8
team 0, squad 5, group 0, for_killer7
team 0, squad 5, group 0, for_killer6
team 0, squad 5, group 0, for_killer5
team 0, squad 5, group 0, for_killer4
team 0, squad 5, group 0, for_killer3
team 0, squad 5, group 0, for_killer2
team 0, squad 5, group 0, for_killer1
team 0, squad 5, group 0, for_freedom3
team 0, squad 5, group 0, for_freedom2
team 0, squad 5, group 0, for_freedom1
team 0, squad 5, group 0, for_nebo3
team 0, squad 5, group 0, for_nebo2
team 0, squad 5, group 0, for_nebo1
team 0, squad 5, group 4, shadowman
team 0, squad 5, group 4, stalk_forest1
team 0, squad 5, group 4, stalk_forest2
team 0, squad 5, group 4, stalk_forest3
team 0, squad 5, group 4, stalk_forest4
team 0, squad 5, group 4, stalk_forest5
team 0, squad 0, group 0, red_snork_strong
team 0, squad 0, group 0, red_snork_strong_0000
team 0, squad 0, group 0, red_snork_strong_0001
team 0, squad 0, group 0, red_snork_strong_0002
team 0, squad 0, group 0, red_snork_strong_0003
team 0, squad 0, group 0, red_snork_strong_0004
team 0, squad 0, group 0, red_snork_strong_0005
team 0, squad 0, group 0, red_snork_strong_0006
team 0, squad 0, group 0, red_gigant_strong
team 0, squad 0, group 0, red_gigant_strong_0000
team 0, squad 0, group 0, red_m_controller_old
team 0, squad 0, group 0, red_psy_dog_radar
team 0, squad 0, group 0, red_psy_dog_radar_0000
team 0, squad 0, group 0, red_pseudodog_strong
team 0, squad 0, group 0, red_pseudodog_strong_0000
team 0, squad 0, group 0, red_pseudodog_strong_0001
team 0, squad 0, group 0, red_psy_dog_radar_0001
team 0, squad 0, group 0, red_psy_dog_phantom
team 0, squad 0, group 0, red_dog_strong
team 0, squad 0, group 0, red_dog_strong_0000
team 0, squad 0, group 0, red_dog_strong_0001
team 0, squad 0, group 0, red_dog_normal
team 0, squad 0, group 0, red_dog_normal_0000
team 0, squad 0, group 0, red_dog_normal_0001
team 0, squad 0, group 0, red_dog_weak
team 0, squad 0, group 0, red_dog_strong_0002
team 0, squad 0, group 0, red_bloodsucker_strong
team 0, squad 0, group 0, red_bloodsucker_strong_0000
team 0, squad 0, group 0, red_bloodsucker_strong_0001
team 0, squad 0, group 0, red_bloodsucker_strong_0002
team 0, squad 0, group 0, red_snork_strong_0007
team 0, squad 0, group 0, red_snork_strong_0008
team 0, squad 0, group 0, red_snork_strong_0009
team 0, squad 0, group 0, red_snork_strong_0010
team 0, squad 0, group 0, red_snork_strong_0011
team 0, squad 0, group 0, red_m_poltergeist_strong_flame
team 0, squad 0, group 0, red_m_poltergeist_normal_tele
team 0, squad 0, group 0, red_m_poltergeist_normal_tele_0000
importing alife objects from file alife_yantar_old.ltx...
team 0, squad 0, group 0, yan_old_tushkano17
team 0, squad 0, group 0, yan_old_tushkano18
team 0, squad 0, group 0, yan_old_st_zombie11
team 0, squad 0, group 0, yan_old_st_zombie12
team 0, squad 0, group 0, yan_old_st_fracture13
team 0, squad 0, group 0, yan_old_st_fracture11
team 0, squad 0, group 0, yan_old_boar_kachok1
team 0, squad 0, group 0, yan_old_st_bloodsucker12
team 0, squad 0, group 0, yan_old_st_bloodsucker14
team 0, squad 0, group 0, yan_old_st_zombie21
team 0, squad 0, group 0, yan_old_st_zombie22
team 0, squad 0, group 0, yan_old_st_zombie24
team 0, squad 0, group 0, yan_old_st_zombie31
team 0, squad 0, group 0, yan_old_st_zombie33
team 0, squad 0, group 0, yan_old_st_zombie41
team 0, squad 0, group 0, yan_old_st_zombie42
team 0, squad 0, group 0, yan_old_st_zombie51
team 0, squad 0, group 0, yan_old_st_zombie52
team 0, squad 0, group 0, yan_old_st_zombie53
team 0, squad 0, group 0, yan_old_st_fracture21
team 0, squad 0, group 0, yan_old_st_fracture31
team 0, squad 0, group 0, yan_old_st_bloodsucker21
team 0, squad 0, group 0, yan_old_st_bloodsucker22
team 0, squad 0, group 0, yan_old_st_pseudodog11
team 0, squad 0, group 0, yan_old_st_pseudodog12
team 0, squad 0, group 0, yan_old_st_gigant11
team 0, squad 0, group 0, yan_old_st_gigant12
team 0, squad 0, group 0, yan_old_st_zombied21
team 0, squad 0, group 0, yan_old_st_zombied22
team 0, squad 0, group 0, yan_old_st_zombied23
team 0, squad 0, group 0, yan_old_st_zombied24
team 0, squad 0, group 0, yan_old_st_zombied25
team 0, squad 0, group 0, yan_old_st_snork11
team 0, squad 0, group 0, yan_old_st_snork12
team 0, squad 0, group 0, yan_old_st_dog12
team 0, squad 0, group 0, yan_old_st_dog13
team 0, squad 0, group 0, yan_old_st_dog15
team 0, squad 0, group 0, yan_old_st_dog17
team 0, squad 0, group 0, yan_old_st_zombied31
team 0, squad 0, group 0, yan_old_st_zombied32
team 0, squad 0, group 0, yan_old_st_zombied33
team 0, squad 0, group 0, yan_old_st_snork21
team 0, squad 0, group 0, yan_old_st_snork23
team 0, squad 0, group 0, yan_old_st_dog22
team 0, squad 0, group 0, yan_old_st_dog23
team 0, squad 0, group 0, yan_old_st_dog25
team 0, squad 0, group 0, yan_old_st_dog27
team 0, squad 0, group 0, yan_old_st_tushkano27
team 0, squad 0, group 0, yan_old_st_tushkano28
team 0, squad 0, group 0, yan_old_st_flesh11
team 0, squad 0, group 0, yan_old_st_flesh13
team 0, squad 0, group 0, yan_old_st_flesh14
team 0, squad 0, group 0, yan_old_st_tushkano31
team 0, squad 0, group 0, yan_old_st_tushkano32
team 0, squad 0, group 0, yan_old_st_bloodsucker31
team 0, squad 0, group 0, yan_old_st_zombied51
team 0, squad 0, group 0, yan_old_st_zombied52
team 0, squad 0, group 0, yan_old_st_zombied53
team 0, squad 0, group 0, yan_old_st_zombied61
team 0, squad 0, group 0, yan_old_st_zombied62
team 0, squad 0, group 0, yan_old_st_zombied63
team 0, squad 0, group 0, yan_old_st_zombied71
team 0, squad 0, group 0, yan_old_st_zombied72
team 0, squad 0, group 0, yan_old_st_zombied73
team 0, squad 0, group 0, yan_old_st_fracture51
team 0, squad 0, group 0, yan_old_st_zombied81
team 0, squad 0, group 0, yan_old_st_zombied82
team 0, squad 0, group 0, yan_old_st_zombied83
team 0, squad 0, group 0, yan_old_st_zombied91
team 0, squad 0, group 0, yan_old_st_zombied92
team 0, squad 0, group 0, yan_old_st_zombied93
team 0, squad 0, group 0, yan_old_st_zombied94
team 0, squad 0, group 0, yan_old_st_fracture61
team 0, squad 0, group 0, yan_old_st_zombied91
team 0, squad 0, group 0, yan_old_st_zombied92
team 0, squad 0, group 0, yan_old_st_zombied93
team 0, squad 0, group 0, yan_old_st_zombied94
team 0, squad 0, group 0, hammer
team 0, squad 0, group 0, yan_old_st_zombie61
team 0, squad 0, group 0, yan_old_st_zombie63
team 0, squad 0, group 0, yan_old_st_zombie64
team 0, squad 0, group 0, yan_old_st_snork61
team 0, squad 0, group 0, yan_old_st_fracture71
team 0, squad 0, group 0, yan_old_st_fracture72
team 0, squad 0, group 0, yan_old_st_fracture81
team 0, squad 0, group 0, yan_old_st_bibliotekar1
team 0, squad 0, group 0, yan_old_st_fracture91
team 0, squad 0, group 0, yan_old_st_bibliotekar2
team 0, squad 0, group 0, yan_old_st_bibliotekar3
team 0, squad 0, group 0, yan_old_st_rat81
team 0, squad 0, group 0, yan_old_st_rat82
team 0, squad 0, group 0, yan_old_st_rat83
team 0, squad 1, group 2, yan_old_smart_sv_1
team 0, squad 1, group 2, yan_old_smart_sv_2
team 0, squad 1, group 2, yan_old_smart_sv_3
team 0, squad 1, group 2, yan_old_smart_sv_4
team 0, squad 1, group 2, yan_old_smart_sv_5
team 0, squad 1, group 2, bunker
team 0, squad 0, group 0, yanold_flame_0000
team 0, squad 0, group 0, yanold_flame_0001
team 0, squad 0, group 0, yanold_flame_0002
team 0, squad 0, group 0, yanold_flame_0003
team 0, squad 0, group 0, yanold_flame_0004
team 0, squad 0, group 0, yanold_controller
team 0, squad 0, group 0, bloodsucker_bunker_atac1
team 0, squad 0, group 0, bloodsucker_bunker_atac2
team 0, squad 0, group 0, bloodsucker_bunker_atac3
team 0, squad 0, group 0, bloodsucker_bunker_atac4
team 0, squad 0, group 0, bloodsucker_bunker_atac5
team 0, squad 0, group 0, bloodsucker_bunker_atac6
team 0, squad 0, group 0, pseudodog1
team 0, squad 1, group 2, bebi
importing alife objects from file alife_peshera.ltx...
team 0, squad 5, group 4, peshera_shaxter
team 0, squad 5, group 4, peshera_stahanov
team 0, squad 5, group 4, peshera_xabaruch
team 0, squad 0, group 0, peshera_m_poltergeist_normal_tele
team 0, squad 0, group 0, peshera_m_poltergeist_strong_flame
team 0, squad 0, group 0, peshera_stalker_dead
team 0, squad 0, group 0, peshera_bloodsucker_strong
team 0, squad 0, group 0, peshera_snork_strong_0000
team 0, squad 0, group 0, peshera_snork_strong_0001
team 0, squad 0, group 0, peshera_snork_strong_0002
team 0, squad 0, group 0, peshera_psy_dog_radar
team 0, squad 0, group 0, peshera_gigant_strong
team 0, squad 0, group 0, peshera_snork_strong_0003
team 0, squad 0, group 0, peshera_snork_strong_0004
team 0, squad 0, group 0, peshera_snork_strong_0005
team 0, squad 0, group 0, peshera_bloodsucker_strong_0000
team 0, squad 0, group 0, peshera_snork_strong_0006
team 0, squad 0, group 0, peshera_snork_strong_0007
team 0, squad 0, group 0, peshera_m_poltergeist_strong_flame_0000
team 0, squad 0, group 0, peshera_m_poltergeist_strong_flame_0001
team 0, squad 0, group 0, peshera_gigant_strong_0000
team 0, squad 5, group 4, peshera_plennyi
importing alife objects from file alife_l12_stancia.ltx...
team 0, squad 5, group 4, chaes1_prizrak
team 0, squad 0, group 0, aes_stalker_0000
team 0, squad 0, group 0, aes_monolit_stalker_0000
team 0, squad 0, group 0, aes_monolit_stalker_0001
team 0, squad 0, group 0, aes_monolit_stalker_0004
team 0, squad 0, group 0, aes_monolit_stalker_0006
team 0, squad 0, group 0, aes_monolit_stalker_0007
team 0, squad 0, group 0, aes_monolit_stalker_0008
team 0, squad 0, group 0, aes_monolit_heli_hunter
team 5, squad 5, group 5, aes_soldier_desant_wave_0000
team 5, squad 5, group 5, aes_soldier_desant_wave_0001
team 5, squad 5, group 5, aes_soldier_desant_wave_0002
team 5, squad 5, group 5, aes_soldier_desant_wave_0006
team 0, squad 0, group 0, aes_btr
team 0, squad 0, group 0, aes_stalker_0002
team 0, squad 0, group 0, aes_stalker_0004
team 0, squad 0, group 0, aes_stalker_0005
team 0, squad 0, group 0, aes_stalker_0006
team 4, squad 4, group 4, aes_soldier_desant_wave_0023
team 4, squad 4, group 4, aes_soldier_desant_wave_0024
team 4, squad 4, group 4, aes_soldier_desant_wave_0025
team 0, squad 0, group 0, aes_stalker_0007
team 0, squad 0, group 0, aes_stalker_0008
team 0, squad 0, group 0, aes_btr_0001
team 0, squad 0, group 0, aes_stalker_0009
team 10, squad 10, group 10, aes_stalker_0011
team 1, squad 1, group 1, aes_soldier_desant_wave_0029
team 1, squad 1, group 1, aes_soldier_desant_wave_0031
team 1, squad 1, group 1, aes_soldier_desant_wave_0032
team 1, squad 1, group 1, aes_soldier_desant_wave_0033
team 10, squad 10, group 10, aes_monolit_stalker_0010
team 9, squad 9, group 9, aes_monolit_stalker_0012
team 0, squad 0, group 0, aes_monolit_stalker_0016
team 0, squad 0, group 0, aes_monolit_stalker_0017
team 0, squad 0, group 0, aes_monolit_stalker_0018
team 0, squad 0, group 0, aes_monolit_stalker_0021
team 10, squad 10, group 10, aes_monolit_stalker_0023
team 10, squad 10, group 10, aes_monolit_stalker_0024
team 10, squad 10, group 10, aes_monolit_stalker_0025
team 0, squad 0, group 0, aes_monolit_stalker_0026
team 0, squad 0, group 0, aes_monolit_stalker_0027
team 10, squad 10, group 10, aes_monolit_stalker_0029
team 0, squad 0, group 0, aes_monolit_stalker_0033
team 10, squad 10, group 10, aes_monolit_stalker_0034
team 1, squad 1, group 1, aes_soldier_desant_wave_0042
team 1, squad 1, group 1, aes_soldier_desant_wave_0044
team 1, squad 1, group 1, aes_soldier_desant_wave_0045
team 1, squad 1, group 1, aes_soldier_desant_wave_0046
team 0, squad 10, group 0, aes_monolit_stalker_0036
team 0, squad 10, group 0, aes_monolit_stalker_0037
team 0, squad 10, group 0, aes_monolit_stalker_0038
team 0, squad 10, group 0, aes_monolit_stalker_0039
team 0, squad 10, group 0, aes_monolit_stalker_0040
team 0, squad 10, group 0, aes_monolit_stalker_0041
team 1, squad 1, group 1, aes_soldier_desant_wave_0050
team 1, squad 1, group 1, aes_soldier_desant_wave_0051
team 1, squad 1, group 1, aes_soldier_desant_wave_0052
team 0, squad 10, group 0, aes_monolit_stalker_0042
team 5, squad 5, group 5, aes_soldier_desant_wave_0053
team 0, squad 0, group 0, aes_stalker_0013
team 5, squad 5, group 5, aes_soldier_desant_wave_0054
team 5, squad 5, group 5, aes_soldier_desant_wave_0055
team 5, squad 5, group 5, aes_soldier_desant_wave_0056
team 5, squad 5, group 5, aes_soldier_desant_wave_0057
team 0, squad 0, group 0, aes_m_car
team 0, squad 0, group 0, aes_soldier_commander
team 0, squad 0, group 0, aes_monolit_stalker_0046
team 0, squad 0, group 0, aes_monolit_stalker_0047
team 0, squad 0, group 0, aes_monolit_stalker_0048
team 0, squad 10, group 0, aes_stalker_0014
team 10, squad 10, group 10, aes_monolit_stalker_0051
team 0, squad 0, group 0, aes_btr_0002
team 5, squad 5, group 5, aes_soldier_desant_wave_0003
team 0, squad 10, group 0, aes_stalker_0012
team 0, squad 0, group 0, aes_monolit_stalker_0032
team 0, squad 0, group 0, aes_monolit_stalker_0045
team 0, squad 0, group 0, aes_monolit_stalker_0030
team 0, squad 0, group 0, aes_monolit_stalker_0049
team 0, squad 0, group 0, aes_monolit_stalker_0050
team 0, squad 0, group 0, aes_btr_0000
team 3, squad 3, group 3, aes_soldier_desant_wave_0007
team 3, squad 3, group 3, aes_soldier_desant_wave_0008
team 3, squad 3, group 3, aes_soldier_desant_wave_0014
team 2, squad 2, group 2, aes_soldier_desant_wave_0015
team 2, squad 2, group 2, aes_soldier_desant_wave_0016
team 3, squad 3, group 3, aes_soldier_desant_wave_0010
team 9, squad 9, group 9, aes_monolit_stalker_0014
team 0, squad 0, group 0, aes_stalker
importing alife objects from file alife_l02_dd.ltx...
team 0, squad 1, group 2, l02_stalker_0007
team 0, squad 1, group 2, l02_stalker_0015
team 0, squad 1, group 2, dm_mil_h11
team 0, squad 1, group 2, dm_mil_h10
team 0, squad 1, group 2, dm_mil_h9
team 0, squad 1, group 2, dm_mil_h12
team 0, squad 1, group 2, dm_mil_h13
team 0, squad 1, group 2, dm_mil_h15
team 0, squad 1, group 2, dm_mil_h19
team 0, squad 1, group 2, dm_mil_h18
team 0, squad 1, group 2, dm_mil_h14
team 0, squad 1, group 2, dm_mil_h5
team 0, squad 1, group 2, dm_mil_h6
team 0, squad 1, group 2, dm_mil_h7
team 0, squad 1, group 2, dm_mil2_h14
team 0, squad 1, group 2, dm_mil2_h15
team 0, squad 1, group 2, dm_mil2_h18
team 0, squad 1, group 2, dm_mil2_h19
team 0, squad 1, group 2, dm_mil2_h221
team 0, squad 1, group 2, l02_stalker_lider
team 0, squad 1, group 2, dd_staker_shturm_02
team 0, squad 1, group 2, dd_staker_shturm_01
team 0, squad 1, group 2, dd_staker_shturm_05
team 0, squad 1, group 2, dd_staker_shturm_04
team 0, squad 1, group 2, dd_staker_shturm_06
team 0, squad 1, group 2, dd_staker_shturm_07
team 0, squad 1, group 2, l02_stalker_0009
team 0, squad 1, group 2, l02_stalker_0000
team 0, squad 0, group 0, l02_dog_normal
team 0, squad 0, group 0, l02_dog_normal_0000
team 0, squad 0, group 0, l02_dog_normal_0001
team 0, squad 0, group 0, l02_zombie_weak
team 0, squad 0, group 0, l02_zombie_normal
team 0, squad 0, group 0, l02_zombie_immortal_0000
team 0, squad 0, group 0, l02_zombie_weak_0000
team 0, squad 0, group 0, l02_zombie_strong_0001
team 0, squad 0, group 0, l02_zombie_immortal_0001
team 0, squad 0, group 0, l02_zombie_strong_0002
team 0, squad 0, group 0, l02_zombie_strong_0003
team 0, squad 0, group 0, l02_zombie_weak_0003
team 0, squad 0, group 0, l02_zombie_strong_0004
team 0, squad 0, group 0, l02_zombie_immortal_0004
team 0, squad 0, group 0, l02_zombie_normal_0000
team 0, squad 0, group 0, l02_zombie_normal_0001
team 0, squad 0, group 0, l02_zombie_normal_0002
team 0, squad 0, group 0, l02_zombie_normal_0003
team 0, squad 0, group 0, l02_zombie_normal_0004
team 0, squad 0, group 0, l02_zombie_normal_0005
team 0, squad 0, group 0, l02_zombie_normal_0006
team 0, squad 0, group 0, l02_zombie_normal_0007
team 0, squad 0, group 0, l02_zombie_normal_0008
team 0, squad 0, group 0, l02_zombie_normal_0009
team 0, squad 0, group 0, l02_zombie_normal_0010
team 0, squad 0, group 0, l02_zombie_normal_0011
team 0, squad 0, group 0, l02_zombie_normal_0012
team 0, squad 0, group 0, l02_zombie_normal_0013
team 0, squad 0, group 0, l02_zombie_normal_0014
team 0, squad 0, group 0, l02_zombie_normal_0015
team 0, squad 0, group 0, l02_zombie_normal_0016
team 0, squad 0, group 0, l02_zombie_immortal_0011
team 0, squad 0, group 0, l02_zombie_weak_0010
team 0, squad 0, group 0, l02_zombie_immortal_0014
team 0, squad 0, group 0, l02_zombie_weak_0013
team 0, squad 0, group 0, l02_zombie_immortal_0047
team 0, squad 0, group 0, l02_zombie_weak_0046
team 0, squad 0, group 0, l02_zombie_immortal_0048
team 0, squad 0, group 0, l02_zombie_weak_0047
team 0, squad 0, group 0, l02_dog_normal_0002
team 0, squad 0, group 0, l02_dog_normal_0003
team 0, squad 1, group 2, l02_stalker_zombied
team 0, squad 1, group 2, l02_stalker_zombied_0000
team 0, squad 1, group 2, l02_stalker_zombied_0001
team 0, squad 1, group 2, l02_stalker_zombied_0004
team 0, squad 1, group 2, l02_stalker_zombied_0005
team 0, squad 1, group 2, l02_stalker_zombied_0011
team 0, squad 1, group 2, l02_stalker_zombied_0012
team 0, squad 1, group 2, l02_stalker_zombied_0015
team 0, squad 1, group 2, l02_stalker_zombied_0016
team 0, squad 1, group 2, l02_stalker_zombied_0017
team 0, squad 1, group 2, l02_stalker_zombied_0025
team 0, squad 1, group 2, l02_stalker_zombied_0026
team 0, squad 1, group 2, l02_stalker_zombied_0027
team 0, squad 1, group 2, l02_stalker_zombied_0028
team 0, squad 1, group 2, l02_stalker_zombied_0029
team 0, squad 1, group 2, l02_stalker_zombied_0030
team 0, squad 1, group 2, l02_stalker_zombied_0031
team 0, squad 1, group 2, l02_stalker_zombied_0032
team 0, squad 1, group 2, l02_stalker_zombied_0033
team 0, squad 1, group 2, l02_stalker_zombied_0034
team 0, squad 1, group 2, l02_stalker_zombied_0035
team 0, squad 1, group 2, l02_stalker_zombied_0036
team 0, squad 1, group 2, dd_trader
team 0, squad 1, group 2, ds_mil_h1
team 0, squad 1, group 2, ds_mil_h2
team 0, squad 1, group 2, ds_mil_h5
team 0, squad 1, group 2, ds_mil_h3
team 0, squad 1, group 2, ds_mil_h6
team 0, squad 1, group 2, ds_mil_h7
team 0, squad 1, group 2, ds_mil_h8
team 0, squad 1, group 2, ds_mil_h9
team 0, squad 1, group 2, ds_mil_komander
team 0, squad 1, group 2, ds_mil_h4
team 0, squad 1, group 2, ds_mil_h10
team 0, squad 1, group 2, l02_stalker_0008
team 0, squad 1, group 2, l02_stalker_0011
team 0, squad 1, group 2, l02_stalker_0012
team 0, squad 1, group 2, l02_stalker_0013
team 0, squad 1, group 2, l02_stalker_0014
team 0, squad 1, group 2, dm_mil_h1
team 0, squad 1, group 2, dm_mil_h2
team 0, squad 1, group 2, dm_mil_h8
team 0, squad 1, group 2, dm_mil_h21
team 0, squad 1, group 2, dm_mil_h22
team 0, squad 1, group 2, dm_mil_h20
team 0, squad 1, group 2, dm_mil_h16
team 0, squad 1, group 2, dm_mil_h17
team 0, squad 1, group 2, dm_mil_h4
team 0, squad 1, group 2, dm_mil_h3
team 0, squad 1, group 2, dm_mil2_h16
team 0, squad 1, group 2, dm_mil2_h17
team 0, squad 1, group 2, dm_mil2_h20
team 0, squad 1, group 2, dm_mil2_h22
team 0, squad 1, group 2, l02_stalker_0001
team 0, squad 1, group 2, l02_stalker_0002
team 0, squad 1, group 2, l02_stalker_0003
team 0, squad 1, group 2, l02_stalker_0004
team 0, squad 1, group 2, l02_stalker_0005
team 0, squad 1, group 2, l02_stalker_0006
team 0, squad 1, group 2, l02_stalker_0010
team 0, squad 1, group 2, dd_ds_zaloj2
team 0, squad 1, group 2, dd_ds_zaloj1
team 0, squad 0, group 0, l02_zombie_immortal_0007
team 0, squad 0, group 0, l02_zombie_weak_0006
team 0, squad 0, group 0, l02_zombie_immortal_0009
team 0, squad 0, group 0, l02_zombie_immortal_0010
team 0, squad 0, group 0, l02_zombie_weak_0009
team 0, squad 0, group 0, l02_zombie_immortal_0012
team 0, squad 0, group 0, l02_zombie_immortal_0015
team 0, squad 0, group 0, l02_zombie_weak_0014
team 0, squad 0, group 0, l02_zombie_immortal_0017
team 0, squad 0, group 0, l02_zombie_weak_0016
team 0, squad 0, group 0, l02_zombie_weak_0018
team 0, squad 0, group 0, l02_zombie_immortal_0020
team 0, squad 0, group 0, l02_zombie_weak_0019
team 0, squad 0, group 0, l02_zombie_immortal_0022
team 0, squad 0, group 0, l02_zombie_immortal_0028
team 0, squad 0, group 0, l02_zombie_immortal_0030
team 0, squad 0, group 0, l02_zombie_weak_0029
team 0, squad 0, group 0, l02_zombie_immortal_0031
team 0, squad 0, group 0, l02_zombie_weak_0030
team 0, squad 0, group 0, l02_zombie_immortal_0032
team 0, squad 0, group 0, l02_zombie_weak_0031
team 0, squad 0, group 0, l02_zombie_immortal_0034
team 0, squad 0, group 0, l02_zombie_weak_0033
team 0, squad 0, group 0, l02_zombie_immortal_0035
team 0, squad 0, group 0, l02_zombie_immortal_0036
team 0, squad 0, group 0, l02_zombie_immortal_0037
team 0, squad 0, group 0, l02_zombie_weak_0036
team 0, squad 0, group 0, l02_zombie_immortal_0043
team 0, squad 0, group 0, l02_zombie_weak_0042
team 0, squad 0, group 0, l02_zombie_weak_0045
team 0, squad 0, group 0, l02_dog_strong_0000
team 0, squad 0, group 0, l02_dog_strong_0001
team 0, squad 0, group 0, l02_dog_strong_0002
team 0, squad 0, group 0, l02_dog_strong_0003
team 0, squad 0, group 0, l02_dog_normal_0001
team 0, squad 0, group 0, l02_dog_normal_0004
team 0, squad 1, group 2, l02_stalker_zombied_0002
team 0, squad 1, group 2, l02_stalker_zombied_0003
team 0, squad 1, group 2, l02_stalker_zombied_0006
team 0, squad 1, group 2, l02_stalker_zombied_0007
team 0, squad 1, group 2, l02_stalker_zombied_0008
team 0, squad 1, group 2, l02_stalker_zombied_0009
team 0, squad 1, group 2, l02_stalker_zombied_0010
team 0, squad 1, group 2, l02_stalker_zombied_0013
team 0, squad 1, group 2, l02_stalker_zombied_0014
team 0, squad 1, group 2, l02_stalker_zombied_0018
team 0, squad 1, group 2, l02_stalker_zombied_0019
team 0, squad 1, group 2, l02_stalker_zombied_0020
team 0, squad 1, group 2, l02_stalker_zombied_0021
team 0, squad 1, group 2, l02_stalker_zombied_0022
